poly_id,year,month,cooling_monthly_mean,n_points,month_date,poly_elv
2,2020,11,1.3710471705386513,19,2020-11-01,35.77858638763428
2,2020,12,0.0105010986328125,20,2020-12-01,35.77858638763428
2,2021,1,2.7357900519120064,19,2021-01-01,35.77858638763428
2,2021,2,4.8282309139476105,17,2021-02-01,35.77858638763428
2,2021,3,5.038946854440789,19,2021-03-01,35.77858638763428
2,2021,4,5.057366622121711,19,2021-04-01,35.77858638763428
2,2021,5,3.8724990844726563,20,2021-05-01,35.77858638763428
2,2021,6,2.7073653371710527,19,2021-06-01,35.77858638763428
2,2021,7,2.114736456620066,19,2021-07-01,35.77858638763428
2,2021,8,2.457366943359375,19,2021-08-01,35.77858638763428
2,2021,9,3.487894158614309,19,2021-09-01,35.77858638763428
2,2021,10,3.7834991455078124,20,2021-10-01,35.77858638763428
2,2021,11,3.7852606522409538,19,2021-11-01,35.77858638763428
2,2021,12,3.1605240671258223,19,2021-12-01,35.77858638763428
2,2022,1,2.1036858809621712,19,2022-01-01,35.77858638763428
2,2022,2,3.7388251809512867,17,2022-02-01,35.77858638763428
2,2022,3,5.584002685546875,20,2022-03-01,35.77858638763428
2,2022,4,6.185791015625,19,2022-04-01,35.77858638763428
2,2022,5,6.263678299753289,19,2022-05-01,35.77858638763428
2,2022,6,3.3182390998391544,17,2022-06-01,35.77858638763428
2,2022,7,1.0657894736842106,19,2022-07-01,35.77858638763428
2,2022,8,1.6640045166015625,20,2022-08-01,35.77858638763428
2,2022,9,3.163156609786184,19,2022-09-01,35.77858638763428
2,2022,10,3.5410525673314144,19,2022-10-01,35.77858638763428
2,2022,11,3.4822252061631946,18,2022-11-01,35.77858638763428
2,2022,12,4.827370091488487,19,2022-12-01,35.77858638763428
2,2023,1,4.002999877929687,20,2023-01-01,35.77858638763428
2,2023,2,4.171110365125868,18,2023-02-01,35.77858638763428
2,2023,3,6.409475226151316,19,2023-03-01,35.77858638763428
2,2023,4,5.86105025442023,19,2023-04-01,35.77858638763428
2,2023,5,4.1610557154605265,19,2023-05-01,35.77858638763428
2,2023,6,3.5568365799753288,19,2023-06-01,35.77858638763428
2,2023,7,2.80400390625,20,2023-07-01,35.77858638763428
2,2023,8,2.2426324141652962,19,2023-08-01,35.77858638763428
2,2023,9,2.417777167426215,18,2023-09-01,35.77858638763428
2,2023,10,2.62333001030816,18,2023-10-01,35.77858638763428
2,2023,11,2.587371826171875,19,2023-11-01,35.77858638763428
2,2023,12,3.7745010375976564,20,2023-12-01,35.77858638763428
2,2024,1,3.9089467901932564,19,2024-01-01,35.77858638763428
2,2024,2,5.103330824110243,18,2024-02-01,35.77858638763428
2,2024,3,6.415495300292969,20,2024-03-01,35.77858638763428
2,2024,4,6.609472977487664,19,2024-04-01,35.77858638763428
2,2024,5,6.679472270764802,19,2024-05-01,35.77858638763428
2,2024,6,5.721575285259046,19,2024-06-01,35.77858638763428
2,2024,7,2.678421823601974,19,2024-07-01,35.77858638763428
2,2024,8,2.714731316817434,19,2024-08-01,35.77858638763428
2,2024,9,3.472630550986842,19,2024-09-01,35.77858638763428
2,2024,10,3.2161119249131946,18,2024-10-01,35.77858638763428
3,2020,10,3.4052605879934212,19,2020-10-01,36.62546491622925
