interval_from,interval_to,LST_B0_min,LST_B0_max,LST_B0_mean,LST_B0_stDev,LST_B0_sampleCount,LST_B0_noDataCount,poly_id,landcover,elv,uid,check
2020-07-20,2020-07-21,288.8999938964844,288.8999938964844,288.8999938964844,0.0,65536,13570,36,30,623,181,TRUE
2020-07-21,2020-07-22,286.30999755859375,286.30999755859375,286.30999755859375,0.0,65536,13570,36,30,623,181,TRUE
2020-07-22,2020-07-23,287.32000732421875,287.32000732421875,287.32000732421875,0.0,65536,13570,36,30,623,181,TRUE
2020-07-24,2020-07-25,285.8299865722656,285.8299865722656,285.8299865722656,0.0,65536,13570,36,30,623,181,TRUE
2020-07-26,2020-07-27,285.4700012207031,285.4700012207031,285.4700012207031,0.0,65536,13570,36,30,623,181,TRUE
2020-07-28,2020-07-29,285.6700134277344,285.6700134277344,285.6700134277344,0.0,65536,13570,36,30,623,181,TRUE
2020-07-29,2020-07-30,286.9700012207031,286.9700012207031,286.9700012207031,0.0,65536,13570,36,30,623,181,TRUE
2020-07-31,2020-08-01,286.7900085449219,286.7900085449219,286.7900085449219,0.0,65536,13570,36,30,623,181,TRUE
2020-08-02,2020-08-03,289.0,289.0,289.0,0.0,65536,13570,36,30,623,181,TRUE
2020-08-04,2020-08-05,286.55999755859375,286.55999755859375,286.55999755859375,0.0,65536,13570,36,30,623,181,TRUE
2020-08-05,2020-08-06,287.5199890136719,287.5199890136719,287.5199890136719,0.0,65536,13570,36,30,623,181,TRUE
2020-08-06,2020-08-07,284.6099853515625,284.6099853515625,284.6099853515625,0.0,65536,13570,36,30,623,181,TRUE
2020-08-07,2020-08-08,287.4200134277344,287.4200134277344,287.4200134277344,0.0,65536,13570,36,30,623,181,TRUE
2020-08-09,2020-08-10,287.95001220703125,287.95001220703125,287.95001220703125,0.0,65536,13570,36,30,623,181,TRUE
2020-08-11,2020-08-12,286.1700134277344,286.1700134277344,286.1700134277344,0.0,65536,13570,36,30,623,181,TRUE
2020-08-13,2020-08-14,288.3800048828125,288.3800048828125,288.3800048828125,0.0,65536,13570,36,30,623,181,TRUE
2020-08-14,2020-08-15,287.8500061035156,287.8500061035156,287.8500061035156,0.0,65536,13570,36,30,623,181,TRUE
2020-08-16,2020-08-17,283.5799865722656,283.5799865722656,283.5799865722656,0.0,65536,13570,36,30,623,181,TRUE
2020-08-18,2020-08-19,285.1700134277344,285.1700134277344,285.1700134277344,0.0,65536,13570,36,30,623,181,TRUE
2020-08-20,2020-08-21,284.9200134277344,284.9200134277344,284.9200134277344,0.0,65536,13570,36,30,623,181,TRUE
2020-08-21,2020-08-22,280.55999755859375,280.55999755859375,280.55999755859375,0.0,65536,13570,36,30,623,181,TRUE
2020-08-22,2020-08-23,286.19000244140625,286.19000244140625,286.19000244140625,0.0,65536,13570,36,30,623,181,TRUE
2020-08-23,2020-08-24,287.07000732421875,287.07000732421875,287.07000732421875,0.0,65536,13570,36,30,623,181,TRUE
2020-08-25,2020-08-26,284.8999938964844,284.8999938964844,284.8999938964844,0.0,65536,13570,36,30,623,181,TRUE
2020-08-27,2020-08-28,284.1000061035156,284.1000061035156,284.1000061035156,0.0,65536,13570,36,30,623,181,TRUE
2020-08-29,2020-08-30,284.7300109863281,284.7300109863281,284.7300109863281,0.0,65536,13570,36,30,623,181,TRUE
2020-08-30,2020-08-31,285.2200012207031,285.2200012207031,285.2200012207031,0.0,65536,13570,36,30,623,181,TRUE
2020-09-01,2020-09-02,284.92999267578125,284.92999267578125,284.92999267578125,0.0,65536,13570,36,30,623,181,TRUE
2020-09-03,2020-09-04,285.3500061035156,285.3500061035156,285.3500061035156,0.0,65536,13570,36,30,623,181,TRUE
2020-09-05,2020-09-06,285.05999755859375,285.05999755859375,285.05999755859375,0.0,65536,13570,36,30,623,181,TRUE
2020-09-06,2020-09-07,288.2799987792969,288.2799987792969,288.2799987792969,0.0,65536,13570,36,30,623,181,TRUE
2020-09-07,2020-09-08,286.19000244140625,286.19000244140625,286.19000244140625,0.0,65536,13570,36,30,623,181,TRUE
2020-09-08,2020-09-09,286.04998779296875,286.04998779296875,286.04998779296875,0.0,65536,13570,36,30,623,181,TRUE
2020-09-10,2020-09-11,286.20001220703125,286.20001220703125,286.20001220703125,0.0,65536,13570,36,30,623,181,TRUE
2020-09-12,2020-09-13,286.44000244140625,286.44000244140625,286.44000244140625,0.0,65536,13570,36,30,623,181,TRUE
2020-09-14,2020-09-15,286.3299865722656,286.3299865722656,286.3299865722656,0.0,65536,13570,36,30,623,181,TRUE
2020-09-15,2020-09-16,282.5299987792969,282.5299987792969,282.5299987792969,0.0,65536,13570,36,30,623,181,TRUE
2020-09-17,2020-09-18,285.7099914550781,285.7099914550781,285.7099914550781,0.0,65536,13570,36,30,623,181,TRUE
2020-09-19,2020-09-20,285.489990234375,285.489990234375,285.489990234375,0.0,65536,13570,36,30,623,181,TRUE
2020-09-21,2020-09-22,285.92999267578125,285.92999267578125,285.92999267578125,0.0,65536,13570,36,30,623,181,TRUE
2020-09-22,2020-09-23,287.05999755859375,287.05999755859375,287.05999755859375,0.0,65536,13570,36,30,623,181,TRUE
2020-09-23,2020-09-24,283.32000732421875,283.32000732421875,283.32000732421875,0.0,65536,13570,36,30,623,181,TRUE
2020-09-24,2020-09-25,286.0199890136719,286.0199890136719,286.0199890136719,0.0,65536,13570,36,30,623,181,TRUE
2020-09-26,2020-09-27,282.69000244140625,282.69000244140625,282.69000244140625,0.0,65536,13570,36,30,623,181,TRUE
2020-09-28,2020-09-29,284.510009765625,284.510009765625,284.510009765625,0.0,65536,13570,36,30,623,181,TRUE
2020-09-30,2020-10-01,285.7300109863281,285.7300109863281,285.7300109863281,0.0,65536,13570,36,30,623,181,TRUE
2020-10-01,2020-10-02,286.3999938964844,286.3999938964844,286.3999938964844,0.0,65536,13570,36,30,623,181,TRUE
2020-10-03,2020-10-04,285.7799987792969,285.7799987792969,285.7799987792969,0.0,65536,13570,36,30,623,181,TRUE
2020-10-05,2020-10-06,285.6300048828125,285.6300048828125,285.6300048828125,0.0,65536,13570,36,30,623,181,TRUE
2020-10-07,2020-10-08,285.5,285.5,285.5,0.0,65536,13570,36,30,623,181,TRUE
2020-10-08,2020-10-09,280.7099914550781,280.7099914550781,280.7099914550781,0.0,65536,13570,36,30,623,181,TRUE
2020-10-09,2020-10-10,285.739990234375,285.739990234375,285.739990234375,0.0,65536,13570,36,30,623,181,TRUE
2020-10-10,2020-10-11,287.0400085449219,287.0400085449219,287.0400085449219,0.0,65536,13570,36,30,623,181,TRUE
2020-10-12,2020-10-13,287.57000732421875,287.57000732421875,287.57000732421875,0.0,65536,13570,36,30,623,181,TRUE
2020-10-14,2020-10-15,285.0,285.0,285.0,0.0,65536,13570,36,30,623,181,TRUE
2020-10-16,2020-10-17,286.69000244140625,286.69000244140625,286.69000244140625,0.0,65536,13570,36,30,623,181,TRUE
2020-10-17,2020-10-18,288.4599914550781,288.4599914550781,288.4599914550781,0.0,65536,13570,36,30,623,181,TRUE
2020-10-19,2020-10-20,286.3999938964844,286.3999938964844,286.3999938964844,0.0,65536,13570,36,30,623,181,TRUE
2020-10-21,2020-10-22,284.75,284.75,284.75,0.0,65536,13570,36,30,623,181,TRUE
2020-10-23,2020-10-24,286.67999267578125,286.67999267578125,286.67999267578125,0.0,65536,13570,36,30,623,181,TRUE
2020-10-24,2020-10-25,287.4100036621094,287.4100036621094,287.4100036621094,0.0,65536,13570,36,30,623,181,TRUE
2020-10-25,2020-10-26,286.2099914550781,286.2099914550781,286.2099914550781,0.0,65536,13570,36,30,623,181,TRUE
2020-10-26,2020-10-27,285.1300048828125,285.1300048828125,285.1300048828125,0.0,65536,13570,36,30,623,181,TRUE
2020-10-28,2020-10-29,286.3299865722656,286.3299865722656,286.3299865722656,0.0,65536,13570,36,30,623,181,TRUE
2020-10-30,2020-10-31,285.010009765625,285.010009765625,285.010009765625,0.0,65536,13570,36,30,623,181,TRUE
2020-11-01,2020-11-02,286.5,286.5,286.5,0.0,65536,13570,36,30,623,181,TRUE
2020-11-02,2020-11-03,282.04998779296875,282.04998779296875,282.04998779296875,0.0,65536,13570,36,30,623,181,TRUE
2020-11-04,2020-11-05,284.4599914550781,284.4599914550781,284.4599914550781,0.0,65536,13570,36,30,623,181,TRUE
2020-11-06,2020-11-07,286.6600036621094,286.6600036621094,286.6600036621094,0.0,65536,13570,36,30,623,181,TRUE
2020-11-08,2020-11-09,284.9800109863281,284.9800109863281,284.9800109863281,0.0,65536,13570,36,30,623,181,TRUE
